Welcome0Continue.keys,Welcome0Continue.rt,SoundCheckBegin.keys,SoundCheckBegin.rt,SoundCheckEndKey.keys,SoundCheckEndKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,ContinueButton.keys,ContinueButton.rt,ExposureIntroKey.keys,ExposureIntroKey.rt,ExposureLoop.thisRepN,ExposureLoop.thisTrialN,ExposureLoop.thisN,ExposureLoop.thisIndex,ExposureLoop.ran,Position,Sound,SyllableFile,participant,date,expName,psychopyVersion,OS,frameRate,PauseCheckKey.keys,PauseCheckKey.rt,PauseOnOff.thisRepN,PauseOnOff.thisTrialN,PauseOnOff.thisN,PauseOnOff.thisIndex,PauseOnOff.ran
space,1.7462,space,0.3461,space,0.3226,space,1.6119,space,3.0826,space,2.1093,0,0,0,0,1,1,ru,SL_Sounds/ru.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,1,1,1,1,2,pu,SL_Sounds/pu.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,2,2,2,1,3,ni,SL_Sounds/ni.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,3,3,3,1,1,re,SL_Sounds/re.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,4,4,4,1,2,ge,SL_Sounds/ge.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,5,5,5,1,3,me,SL_Sounds/me.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,6,6,6,1,1,fe,SL_Sounds/fe.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,7,7,7,1,2,ti,SL_Sounds/ti.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,8,8,8,1,3,su,SL_Sounds/su.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,9,9,9,1,1,ru,SL_Sounds/ru.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,10,10,10,1,2,pu,SL_Sounds/pu.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,11,11,11,1,3,ni,SL_Sounds/ni.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,12,12,12,1,1,fe,SL_Sounds/fe.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,13,13,13,1,2,ti,SL_Sounds/ti.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,14,14,14,1,3,su,SL_Sounds/su.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,15,15,15,1,1,ru,SL_Sounds/ru.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,16,16,16,1,2,pu,SL_Sounds/pu.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,17,17,17,1,3,ni,SL_Sounds/ni.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,18,18,18,1,1,re,SL_Sounds/re.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,19,19,19,1,2,ge,SL_Sounds/ge.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,20,20,20,1,3,me,SL_Sounds/me.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,21,21,21,1,1,ta,SL_Sounds/ta.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,22,22,22,1,2,fu,SL_Sounds/fu.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,23,23,23,1,3,ko,SL_Sounds/ko.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,24,24,24,1,1,ru,SL_Sounds/ru.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,25,25,25,1,2,pu,SL_Sounds/pu.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,26,26,26,1,3,ni,SL_Sounds/ni.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,27,27,27,1,1,re,SL_Sounds/re.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,28,28,28,1,2,ge,SL_Sounds/ge.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,29,29,29,1,3,me,SL_Sounds/me.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,30,30,30,1,1,fe,SL_Sounds/fe.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,31,31,31,1,2,ti,SL_Sounds/ti.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,32,32,32,1,3,su,SL_Sounds/su.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,33,33,33,1,1,re,SL_Sounds/re.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,34,34,34,1,2,ge,SL_Sounds/ge.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,35,35,35,1,3,me,SL_Sounds/me.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,36,36,36,1,1,ru,SL_Sounds/ru.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,37,37,37,1,2,pu,SL_Sounds/pu.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,38,38,38,1,3,ni,SL_Sounds/ni.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,39,39,39,1,1,ta,SL_Sounds/ta.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,40,40,40,1,2,fu,SL_Sounds/fu.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,41,41,41,1,3,ko,SL_Sounds/ko.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,42,42,42,1,1,re,SL_Sounds/re.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,43,43,43,1,2,ge,SL_Sounds/ge.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,44,44,44,1,3,me,SL_Sounds/me.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,45,45,45,1,1,ta,SL_Sounds/ta.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,46,46,46,1,2,fu,SL_Sounds/fu.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,47,47,47,1,3,ko,SL_Sounds/ko.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,48,48,48,1,1,re,SL_Sounds/re.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,49,49,49,1,2,ge,SL_Sounds/ge.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,50,50,50,1,3,me,SL_Sounds/me.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,51,51,51,1,1,ru,SL_Sounds/ru.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,52,52,52,1,2,pu,SL_Sounds/pu.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,53,53,53,1,3,ni,SL_Sounds/ni.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,54,54,54,1,1,ta,SL_Sounds/ta.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,55,55,55,1,2,fu,SL_Sounds/fu.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,,,,,,,,,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,space,1.2042,0,0,0,0,1
,,,,,,,,,,,,0,56,56,56,1,3,ko,SL_Sounds/ko.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,57,57,57,1,1,ru,SL_Sounds/ru.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,58,58,58,1,2,pu,SL_Sounds/pu.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,59,59,59,1,3,ni,SL_Sounds/ni.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,60,60,60,1,1,fe,SL_Sounds/fe.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,61,61,61,1,2,ti,SL_Sounds/ti.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
,,,,,,,,,,,,0,62,62,62,1,3,su,SL_Sounds/su.wav,512,2021-07-04_11h15.16.524,Agingstudy,2020.2.10,Win32,60,,,,,,,
