Welcome0Continue.keys,Welcome0Continue.rt,SoundCheckBegin.keys,SoundCheckBegin.rt,SoundCheckEndKey.keys,SoundCheckEndKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,HeadphoneLoop.thisRepN,HeadphoneLoop.thisTrialN,HeadphoneLoop.thisN,HeadphoneLoop.thisIndex,HeadphoneLoop.ran,File,Correct,participant,date,expName,psychopyVersion,OS,frameRate,ContinueKey8.keys,ContinueKey8.rt,MSTWelcomeContKey.keys,MSTWelcomeContKey.rt,Condition,MSTTrainIntroKey.keys,MSTTrainIntroKey.rt,MSTTrainKeys.keys,MSTTrainKeys.corr,MSTTrainKeys.rt,MSTTrainLoop.thisRepN,MSTTrainLoop.thisTrialN,MSTTrainLoop.thisN,MSTTrainLoop.thisIndex,MSTTrainLoop.ran,SoundFile,Type,MSTTestBeginKey.keys,MSTTestBeginKey.rt,MST_resp.keys,MST_resp.corr,MST_resp.rt,MSTPlayLoop.thisRepN,MSTPlayLoop.thisTrialN,MSTPlayLoop.thisN,MSTPlayLoop.thisIndex,MSTPlayLoop.ran,WordCorrect,Correct_type,WordType,MSTLoop.thisRepN,MSTLoop.thisTrialN,MSTLoop.thisN,MSTLoop.thisIndex,MSTLoop.ran
,,,,,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,1,1,0.7087,0,42,42,42,1,1,OLD,OLD,,,,,
,,,,,,,,,,,,,,,,TestWords/GI_SA_TAI.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,2,1,0.4271,0,43,43,43,1,2,NEW,SIMILAR,,,,,
,,,,,,,,,,,,,,,,TestWords/BA_LI_KAY.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,2,1,0.537,0,44,44,44,1,2,NEW,SIMILAR,,,,,
,,,,,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,1,1,1.0081,0,45,45,45,1,1,OLD,OLD,,,,,
,,,,,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,1,1,0.3528,0,46,46,46,1,1,OLD,OLD,,,,,
,,,,,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,2,0,0.5556,0,47,47,47,1,1,OLD,OLD,,,,,
,,,,,,,,,,,,,,,,TestWords/LU_HAI_BO.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,2,1,0.4692,0,48,48,48,1,2,NEW,NEW,,,,,
,,,,,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,1,1,0.9558,0,49,49,49,1,1,OLD,OLD,,,,,
,,,,,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,1,1,0.8226,0,50,50,50,1,1,OLD,OLD,,,,,
,,,,,,,,,,,,,,,,TestWords/GI_TAI_SA.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,2,1,0.8222,0,51,51,51,1,2,NEW,SIMILAR,,,,,
,,,,,,,,,,,,,,,,TestWords/LI_KAY_BA.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,2,1,2.5738,0,52,52,52,1,2,NEW,SIMILAR,,,,,
,,,,,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,1,1,0.3015,0,53,53,53,1,1,OLD,OLD,,,,,
,,,,,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,1,1,0.82,0,54,54,54,1,1,OLD,OLD,,,,,
,,,,,,,,,,,,,,,,TestWords/DAY_PU_MO.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,2,1,0.8036,0,55,55,55,1,2,NEW,NEW,,,,,
,,,,,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,1,1,1.1045,0,56,56,56,1,1,OLD,OLD,,,,,
,,,,,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,2,0,1.0043,0,57,57,57,1,1,OLD,OLD,,,,,
,,,,,,,,,,,,,,,,TestWords/CHU_LA_PAY.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,2,1,0.8362,0,58,58,58,1,2,NEW,NEW,,,,,
,,,,,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,1,1,1.3343,0,59,59,59,1,1,OLD,OLD,,,,,
,,,,,,,,,,,,,,,,TestWords/SA_TAI_GI.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,1,0,2.535,0,60,60,60,1,2,NEW,SIMILAR,,,,,
,,,,,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,1,1,0.2042,0,61,61,61,1,1,OLD,OLD,,,,,
,,,,,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,1,1,0.5523,0,62,62,62,1,1,OLD,OLD,,,,,
,,,,,,,,,,,,,,,,TestWords/FU_RAI_ZO.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,2,1,0.7333,0,63,63,63,1,2,NEW,NEW,,,,,
,,,,,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,1,1,0.5197,0,64,64,64,1,1,OLD,OLD,,,,,
,,,,,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,2,0,0.9555,0,65,65,65,1,1,OLD,OLD,,,,,
,,,,,,,,,,,,,,,,TestWords/DAY_MO_PU.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,2,1,0.6016,0,66,66,66,1,2,NEW,SIMILAR,,,,,
,,,,,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,1,1,0.7502,0,67,67,67,1,1,OLD,OLD,,,,,
,,,,,,,,,,,,,,,,TestWords/FI_GU_CHA.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,2,1,0.3339,0,68,68,68,1,2,NEW,NEW,,,,,
,,,,,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,1,1,0.3138,0,69,69,69,1,1,OLD,OLD,,,,,
,,,,,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,1,1,0.0323,0,70,70,70,1,1,OLD,OLD,,,,,
,,,,,,,,,,,,,,,,TestWords/SA_GI_TAI.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,1,0,0.535,0,71,71,71,1,2,NEW,SIMILAR,,,,,
,,,,,,,,,,,,,,,,TestWords/MO_DAY_PU.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,1,0,1.1362,0,72,72,72,1,2,NEW,SIMILAR,,,,,
,,,,,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,1,1,0.9195,0,73,73,73,1,1,OLD,OLD,,,,,
,,,,,,,,,,,,,,,,TestWords/RAI_ZO_FU.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,2,1,0.5866,0,74,74,74,1,2,NEW,SIMILAR,,,,,
,,,,,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,1,1,0.6384,0,75,75,75,1,1,OLD,OLD,,,,,
,,,,,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,1,1,0.6572,0,76,76,76,1,1,OLD,OLD,,,,,
,,,,,,,,,,,,,,,,TestWords/TAI_GI_SA.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,1,0,0.4866,0,77,77,77,1,2,NEW,SIMILAR,,,,,
,,,,,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,1,1,0.2694,0,78,78,78,1,1,OLD,OLD,,,,,
,,,,,,,,,,,,,,,,TestWords/PU_DAY_MO.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,2,1,0.3336,0,79,79,79,1,2,NEW,SIMILAR,,,,,
,,,,,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,1,1,0.3386,0,80,80,80,1,1,OLD,OLD,,,,,
,,,,,,,,,,,,,,,,TestWords/ZO_RAI_FU.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,1,0,0.7596,0,81,81,81,1,2,NEW,SIMILAR,,,,,
,,,,,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,1,1,0.3905,0,82,82,82,1,1,OLD,OLD,,,,,
,,,,,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,1,1,0.3158,0,83,83,83,1,1,OLD,OLD,,,,,
,,,,,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,1,1,0.2181,0,84,84,84,1,1,OLD,OLD,,,,,
,,,,,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,1,1,0.2861,0,85,85,85,1,1,OLD,OLD,,,,,
,,,,,,,,,,,,,,,,TestWords/NO_WA_BAY.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,2,1,0.1735,0,86,86,86,1,2,NEW,NEW,,,,,
,,,,,,,,,,,,,,,,TestWords/FU_ZO_RAI.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,1,0,1.9534,0,87,87,87,1,2,NEW,SIMILAR,,,,,
,,,,,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,1,1,0.287,0,88,88,88,1,1,OLD,OLD,,,,,
,,,,,,,,,,,,,,,,TestWords/PU_MO_DAY.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,1,0,0.2708,0,89,89,89,1,2,NEW,SIMILAR,,,,,
,,,,,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,1,1,0.2535,0,90,90,90,1,1,OLD,OLD,,,,,
,,,,,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,1,1,0.22,0,91,91,91,1,1,OLD,OLD,,,,,
,,,,,,,,,,,,,,,,TestWords/RAI_FU_ZO.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,1,0,0.8022,0,92,92,92,1,2,NEW,SIMILAR,,,,,
,,,,,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,1,1,0.186,0,93,93,93,1,1,OLD,OLD,,,,,
,,,,,,,,,,,,,,,,TestWords/HA_SI_JAI.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,2,1,0.5021,0,94,94,94,1,2,NEW,NEW,,,,,
,,,,,,,,,,,,,,,,TestWords/MO_PU_DAY.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,1,0,1.5699,0,95,95,95,1,2,NEW,SIMILAR,,,,,
,,,,,,,,,,,,,,,,TestWords/LA_ZAY_CHAI.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,2,1,0.8862,0,96,96,96,1,2,NEW,NEW,,,,,
,,,,,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,1,1,0.3916,0,97,97,97,1,1,OLD,OLD,,,,,
,,,,,,,,,,,,,,,,TestWords/ZO_FU_RAI.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,2,1,0.7577,0,98,98,98,1,2,NEW,SIMILAR,,,,,
,,,,,,,,,,,,,,,,TestWords/WAI_RO_JU.wav,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,F,,,,,,,,,,,,,,,2,1,0.5522,0,99,99,99,1,2,NEW,NEW,,,,,
,,,,,,,,,,,,,,,,,,6030cf35e7fec0f5c6d201c5,2021-07-14_06h12.49.894,Agingstudy,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
