Welcome0Continue.keys,Welcome0Continue.rt,SoundCheckBegin.keys,SoundCheckBegin.rt,SoundCheckEndKey.keys,SoundCheckEndKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,HeadphoneLoop.thisRepN,HeadphoneLoop.thisTrialN,HeadphoneLoop.thisN,HeadphoneLoop.thisIndex,HeadphoneLoop.ran,File,Correct,participant,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,RepeatAgainKey.keys,RepeatAgainKey.rt,RepeatAgainLoop.thisRepN,RepeatAgainLoop.thisTrialN,RepeatAgainLoop.thisN,RepeatAgainLoop.thisIndex,RepeatAgainLoop.ran,Headphone_retest.thisRepN,Headphone_retest.thisTrialN,Headphone_retest.thisN,Headphone_retest.thisIndex,Headphone_retest.ran,ContinueKey8.keys,ContinueKey8.rt,MSTWelcomeContKey.keys,MSTWelcomeContKey.rt,Condition,MSTTrainIntroKey.keys,MSTTrainIntroKey.rt,MSTTrainKeys.keys,MSTTrainKeys.corr,MSTTrainKeys.rt,MSTTrainLoop.thisRepN,MSTTrainLoop.thisTrialN,MSTTrainLoop.thisN,MSTTrainLoop.thisIndex,MSTTrainLoop.ran,SoundFile,Type,MSTTestBeginKey.keys,MSTTestBeginKey.rt,MST_resp.keys,MST_resp.corr,MST_resp.rt,MSTPlayLoop.thisRepN,MSTPlayLoop.thisTrialN,MSTPlayLoop.thisN,MSTPlayLoop.thisIndex,MSTPlayLoop.ran,WordCorrect,Correct_type,WordType,MSTLoop.thisRepN,MSTLoop.thisTrialN,MSTLoop.thisN,MSTLoop.thisIndex,MSTLoop.ran,EndAllKey.keys,EndAllKey.rt,FeedbackResp.text
,,,,,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,2,0,1.0199,0,39,39,39,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/NA_VU_WAI.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,2,1,2.5373,0,40,40,40,1,2,NEW,SIMILAR,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,1,1,0.8196,0,41,41,41,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,1,1,0.8337,0,42,42,42,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/NA_WAI_VU.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,2,1,0.7448,0,43,43,43,1,2,NEW,SIMILAR,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,1,1,0.5712,0,44,44,44,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/SI_VAI_CHU.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,2,1,0.6212,0,45,45,45,1,2,NEW,NEW,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,1,1,0.2923,0,46,46,46,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,1,1,0.9064,0,47,47,47,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/LI_KAY_BA.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,2,1,0.4699,0,48,48,48,1,2,NEW,SIMILAR,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,2,0,1.5552,0,49,49,49,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,1,1,0.4692,0,50,50,50,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/DAY_PU_MO.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,2,1,0.4421,0,51,51,51,1,2,NEW,NEW,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,1,1,0.7698,0,52,52,52,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/LU_HAI_BO.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,2,1,0.3881,0,53,53,53,1,2,NEW,NEW,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,1,1,0.2207,0,54,54,54,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,2,0,1.3894,0,55,55,55,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,1,1,1.3402,0,56,56,56,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/TAI_SA_GI.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,2,1,0.6513,0,57,57,57,1,2,NEW,NEW,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/DAY_MO_PU.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,2,1,0.8038,0,58,58,58,1,2,NEW,SIMILAR,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,1,1,0.34,0,59,59,59,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,1,1,0.2878,0,60,60,60,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/LA_ZAY_CHAI.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,2,1,0.6049,0,61,61,61,1,2,NEW,NEW,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,1,1,0.1009,0,62,62,62,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,1,1,0.3855,0,63,63,63,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,1,1,0.3017,0,64,64,64,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/GI_TAI_SA.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,2,1,0.4346,0,65,65,65,1,2,NEW,SIMILAR,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/MO_DAY_PU.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,1,0,0.235,0,66,66,66,1,2,NEW,SIMILAR,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,1,1,0.5681,0,67,67,67,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,1,1,0.4075,0,68,68,68,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,1,1,0.202,0,69,69,69,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/NU_CHAY_SO.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,2,1,0.418,0,70,70,70,1,2,NEW,NEW,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,1,1,1.9374,0,71,71,71,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,2,0,1.8897,0,72,72,72,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/SA_TAI_GI.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,2,1,0.4994,0,73,73,73,1,2,NEW,SIMILAR,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/PU_DAY_MO.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,2,1,0.6847,0,74,74,74,1,2,NEW,SIMILAR,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,1,1,1.336,0,75,75,75,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,1,1,0.3192,0,76,76,76,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/HA_SI_JAI.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,2,1,0.4524,0,77,77,77,1,2,NEW,NEW,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,1,1,0.2837,0,78,78,78,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,1,1,0.4557,0,79,79,79,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,1,1,1.3716,0,80,80,80,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/SA_GI_TAI.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,2,1,0.2851,0,81,81,81,1,2,NEW,SIMILAR,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,1,1,0.3516,0,82,82,82,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,1,1,0.3325,0,83,83,83,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/PU_MO_DAY.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,1,0,0.32,0,84,84,84,1,2,NEW,SIMILAR,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/RAY_PA_TI.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,1,1,0.1874,0,85,85,85,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/HI_NAY_VA.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,2,1,0.2013,0,86,86,86,1,2,NEW,NEW,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/DAI_RU_CHI.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,1,1,0.149,0,87,87,87,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/TAI_GI_SA.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,2,1,0.4727,0,88,88,88,1,2,NEW,SIMILAR,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,1,1,0.238,0,89,89,89,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/GA_MU_ZI.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,1,1,0.5344,0,90,90,90,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/PAI_LU_WA.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,2,1,0.2257,0,91,91,91,1,2,NEW,NEW,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/KAI_LAY_TA.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,1,1,0.655,0,92,92,92,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/MO_PU_DAY.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,2,1,0.4053,0,93,93,93,1,2,NEW,SIMILAR,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,1,1,0.8713,0,94,94,94,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/GI_SA_TAI.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,2,1,0.3348,0,95,95,95,1,2,NEW,SIMILAR,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/HO_NAY_VA.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,2,1,0.686,0,96,96,96,1,2,NEW,NEW,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/GU_CHAI_PI.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,2,1,0.779,0,97,97,97,1,2,NEW,NEW,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/KO_SU_FAI.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,1,1,0.3351,0,98,98,98,1,1,OLD,OLD,,,,,,,,
,,,,,,,,,,,,,,,,TestWords/WAI_RO_JU.wav,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,2,1,0.6203,0,99,99,99,1,2,NEW,NEW,,,,,,,,
,,,,,,,,,,,,,,,,,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,
,,,,,,,,,,,,,,,,,,60e2d6fc2c90d8f513b9cf4d,2021-07-16_09h04.59.241,Agingstudy_mst,2020.2.10,Win32,60,60e8550594adb1982c6cb1b5,60f13d2486fc8a2f09833f5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,9.3897,
